run,type,module,name,attrname,attrvalue,value
UniformCQI-9-20180915-18:13:08-15188,param,,,CellularNetwork.users[*].fixedCQI,0,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.webServer[*].fixedRate,false,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,configname,UniformCQI,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,datetime,20180915-18:13:09,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,experiment,UniformCQI,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,inifile,omnetpp.ini,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,iterationvars,$usertraffic=0.6,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,iterationvarsf,usertraffic=0.6-,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,measurement,$usertraffic=0.6,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,network,rrcellnet.CellularNetwork,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,processid,15193,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,repetition,0,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,replication,#0,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,resultdir,results,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,runnumber,10,
UniformCQI-10-20180915-18:13:09-15193,runattr,,,seedset,0,
UniformCQI-10-20180915-18:13:09-15193,itervar,,,usertraffic,0.6,
UniformCQI-10-20180915-18:13:09-15193,param,,,**.webServer[*].lambda,0.6,
UniformCQI-10-20180915-18:13:09-15193,param,,,**.bestCQIScheduler,false,
UniformCQI-10-20180915-18:13:09-15193,param,,,CellularNetwork.users[*].isBinomial,false,
UniformCQI-10-20180915-18:13:09-15193,param,,,**.nUsersCell,10,
UniformCQI-10-20180915-18:13:09-15193,param,,,**.**.timeFramePeriod,1ms,
