run,type,module,name,attrname,attrvalue,value
RegressionTest-8-20180920-01:30:52-7777,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-8-20180920-01:30:52-7777,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-8-20180920-01:30:52-7777,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.webServer[*].fixedRate,false,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,configname,RegressionTest,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,datetime,20180920-01:30:52,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,experiment,RegressionTest,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,inifile,omnetpp.ini,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,iterationvars,$usertraffic=0.1,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,iterationvarsf,usertraffic=0.1-,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,measurement,$usertraffic=0.1,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,processid,7782,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,repetition,9,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,replication,#9,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,resultdir,results,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,runnumber,9,
RegressionTest-9-20180920-01:30:52-7782,runattr,,,seedset,9,
RegressionTest-9-20180920-01:30:52-7782,itervar,,,usertraffic,0.1,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.nUsersCell,1,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.webServer[*].lambda,0.1,
RegressionTest-9-20180920-01:30:52-7782,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.bestCQIScheduler,false,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.**.nFrameSlots,25,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-9-20180920-01:30:52-7782,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-9-20180920-01:30:52-7782,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-9-20180920-01:30:52-7782,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-9-20180920-01:30:52-7782,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-9-20180920-01:30:52-7782,param,,,**.webServer[*].fixedRate,false,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,configname,RegressionTest,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,datetime,20180920-01:31:06,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,experiment,RegressionTest,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,inifile,omnetpp.ini,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,iterationvars,$usertraffic=10.1,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,iterationvarsf,usertraffic=10.1-,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,measurement,$usertraffic=10.1,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,processid,7989,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,repetition,0,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,replication,#0,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,resultdir,results,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,runnumber,50,
RegressionTest-50-20180920-01:31:06-7989,runattr,,,seedset,0,
RegressionTest-50-20180920-01:31:06-7989,itervar,,,usertraffic,10.1,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.nUsersCell,1,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.webServer[*].lambda,10.1,
RegressionTest-50-20180920-01:31:06-7989,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.bestCQIScheduler,false,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.**.nFrameSlots,25,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-50-20180920-01:31:06-7989,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-50-20180920-01:31:06-7989,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-50-20180920-01:31:06-7989,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-50-20180920-01:31:06-7989,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-50-20180920-01:31:06-7989,param,,,**.webServer[*].fixedRate,false,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,configname,RegressionTest,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,datetime,20180920-01:31:06,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,experiment,RegressionTest,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,inifile,omnetpp.ini,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,iterationvars,$usertraffic=10.1,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,iterationvarsf,usertraffic=10.1-,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,measurement,$usertraffic=10.1,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,processid,7994,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,repetition,1,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,replication,#1,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,resultdir,results,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,runnumber,51,
RegressionTest-51-20180920-01:31:06-7994,runattr,,,seedset,1,
RegressionTest-51-20180920-01:31:06-7994,itervar,,,usertraffic,10.1,
RegressionTest-51-20180920-01:31:06-7994,param,,,**.nUsersCell,1,
RegressionTest-51-20180920-01:31:06-7994,param,,,**.webServer[*].lambda,10.1,
RegressionTest-51-20180920-01:31:06-7994,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-51-20180920-01:31:06-7994,param,,,**.bestCQIScheduler,false,
RegressionTest-51-20180920-01:31:06-7994,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-51-20180920-01:31:06-7994,param,,,**.**.nFrameSlots,25,
